file,language,function,signature,ploc_file,lloc_file,cyclomatic,fan_in,fan_out
linux/kernel/static_call_inline.c,c,__static_call_text_reserved,__static_call_text_reserved(),451,276,1,2,2
linux/kernel/static_call_inline.c,c,__static_call_mod_text_reserved,__static_call_mod_text_reserved(),451,276,1,1,5
linux/kernel/static_call_inline.c,c,scoped_guard,scoped_guard(),451,276,1,96,135
linux/kernel/static_call_inline.c,c,tramp_key_lookup,tramp_key_lookup(),451,276,3,1,0
linux/kernel/static_call_inline.c,c,static_call_add_module,static_call_add_module(),451,276,4,1,5
linux/kernel/static_call_inline.c,c,static_call_del_module,static_call_del_module(),451,276,8,1,3
linux/kernel/static_call_inline.c,c,static_call_module_notify,static_call_module_notify(),451,276,1,0,6
linux/kernel/static_call_inline.c,c,__static_call_mod_text_reserved,__static_call_mod_text_reserved(),451,276,1,1,5
linux/kernel/static_call_inline.c,c,static_call_text_reserved,static_call_text_reserved(),451,276,2,1,2
linux/kernel/static_call_inline.c,c,static_call_init,static_call_init(),451,276,5,1,7
linux/kernel/static_call_inline.c,c,func_a,func_a(),451,276,1,0,0
linux/kernel/static_call_inline.c,c,func_b,func_b(),451,276,1,0,0
linux/kernel/static_call_inline.c,c,test_static_call_init,test_static_call_init(),451,276,3,0,1
linux/kernel/audit.h,c,audit_hash_ino,audit_hash_ino(),311,164,1,6,0
linux/kernel/audit.h,c,audit_signal_info_syscall,audit_signal_info_syscall(),311,164,1,1,0
linux/kernel/iomem.c,c,arch_memremap_wb,arch_memremap_wb(),144,58,1,1,0
linux/kernel/iomem.c,c,arch_memremap_can_ram_remap,arch_memremap_can_ram_remap(),144,58,1,1,0
linux/kernel/iomem.c,c,try_ram_remap,try_ram_remap(),144,58,1,1,1
linux/kernel/iomem.c,c,memremap,memremap(),144,58,13,2,3
linux/kernel/iomem.c,c,memunmap,memunmap(),144,58,2,3,0
linux/kernel/iomem.c,c,devm_memremap_release,devm_memremap_release(),144,58,1,0,1
linux/kernel/iomem.c,c,devm_memremap_match,devm_memremap_match(),144,58,1,0,0
linux/kernel/iomem.c,c,devm_memremap,devm_memremap(),144,58,1,0,1
linux/kernel/iomem.c,c,devm_memunmap,devm_memunmap(),144,58,1,0,0
linux/kernel/kexec_core.c,c,sanity_check_segment_list,sanity_check_segment_list(),1060,594,1,2,0
linux/kernel/kexec_core.c,c,do_kimage_alloc_init,do_kimage_alloc_init(),1060,594,2,2,0
linux/kernel/kexec_core.c,c,kimage_is_destination_range,kimage_is_destination_range(),1060,594,1,5,0
linux/kernel/kexec_core.c,c,kimage_alloc_pages,kimage_alloc_pages(),1060,594,6,2,0
linux/kernel/kexec_core.c,c,kimage_free_pages,kimage_free_pages(),1060,594,2,4,0
linux/kernel/kexec_core.c,c,kimage_free_page_list,kimage_free_page_list(),1060,594,1,5,2
linux/kernel/kexec_core.c,c,list_for_each_entry_safe,list_for_each_entry_safe(),1060,594,1,124,147
linux/kernel/kexec_core.c,c,kimage_alloc_normal_control_pages,kimage_alloc_normal_control_pages(),1060,594,1,1,3
linux/kernel/kexec_core.c,c,kimage_alloc_crash_control_pages,kimage_alloc_crash_control_pages(),1060,594,1,1,0
linux/kernel/kexec_core.c,c,kimage_alloc_control_pages,kimage_alloc_control_pages(),1060,594,1,3,2
linux/kernel/kexec_core.c,c,kimage_add_entry,kimage_add_entry(),1060,594,4,2,1
linux/kernel/kexec_core.c,c,kimage_set_destination,kimage_set_destination(),1060,594,1,1,1
linux/kernel/kexec_core.c,c,kimage_add_page,kimage_add_page(),1060,594,1,1,1
linux/kernel/kexec_core.c,c,kimage_free_extra_pages,kimage_free_extra_pages(),1060,594,1,1,1
linux/kernel/kexec_core.c,c,kimage_terminate,kimage_terminate(),1060,594,2,2,0
linux/kernel/kexec_core.c,c,kimage_free_entry,kimage_free_entry(),1060,594,1,2,1
linux/kernel/kexec_core.c,c,kimage_free_cma,kimage_free_cma(),1060,594,3,1,1
linux/kernel/kexec_core.c,c,kimage_free,kimage_free(),1060,594,9,2,7
linux/kernel/kexec_core.c,c,for_each_kimage_entry,for_each_kimage_entry(),1060,594,6,3,1
linux/kernel/kexec_core.c,c,kimage_dst_used,kimage_dst_used(),1060,594,1,1,1
linux/kernel/kexec_core.c,c,for_each_kimage_entry,for_each_kimage_entry(),1060,594,6,3,1
linux/kernel/kexec_core.c,c,kimage_alloc_page,kimage_alloc_page(),1060,594,1,2,5
linux/kernel/kexec_core.c,c,list_for_each_entry,list_for_each_entry(),1060,594,1,315,536
linux/kernel/kexec_core.c,c,kimage_load_cma_segment,kimage_load_cma_segment(),1060,594,7,1,0
linux/kernel/kexec_core.c,c,kimage_load_normal_segment,kimage_load_normal_segment(),1060,594,11,1,4
linux/kernel/kexec_core.c,c,kimage_load_crash_segment,kimage_load_crash_segment(),1060,594,10,1,0
linux/kernel/kexec_core.c,c,kimage_load_segment,kimage_load_segment(),1060,594,3,2,2
linux/kernel/kexec_core.c,c,kimage_map_segment,kimage_map_segment(),1060,594,1,0,1
linux/kernel/kexec_core.c,c,for_each_kimage_entry,for_each_kimage_entry(),1060,594,6,3,1
linux/kernel/kexec_core.c,c,kimage_unmap_segment,kimage_unmap_segment(),1060,594,1,0,0
linux/kernel/kexec_core.c,c,kexec_limit_handler,kexec_limit_handler(),1060,594,1,0,3
linux/kernel/kexec_core.c,c,kexec_core_sysctl_init,kexec_core_sysctl_init(),1060,594,1,0,0
linux/kernel/kexec_core.c,c,kexec_load_permitted,kexec_load_permitted(),1060,594,7,2,3
linux/kernel/kexec_core.c,c,kernel_kexec,kernel_kexec(),1060,594,12,1,11
linux/kernel/async.c,c,microseconds_since,microseconds_since(),302,121,1,2,1
linux/kernel/async.c,c,lowest_in_progress,lowest_in_progress(),302,121,5,1,0
linux/kernel/async.c,c,async_run_entry_fn,async_run_entry_fn(),302,121,1,0,3
linux/kernel/async.c,c,__async_schedule_node_domain,__async_schedule_node_domain(),302,121,1,2,1
linux/kernel/async.c,c,async_schedule_node_domain,async_schedule_node_domain(),302,121,1,1,2
linux/kernel/async.c,c,async_schedule_node,async_schedule_node(),302,121,1,0,1
linux/kernel/async.c,c,async_schedule_dev_nocall,async_schedule_dev_nocall(),302,121,1,0,1
linux/kernel/async.c,c,async_synchronize_full,async_synchronize_full(),302,121,1,5,1
linux/kernel/async.c,c,async_synchronize_full_domain,async_synchronize_full_domain(),302,121,1,1,1
linux/kernel/async.c,c,async_synchronize_cookie_domain,async_synchronize_cookie_domain(),302,121,1,2,3
linux/kernel/async.c,c,async_synchronize_cookie,async_synchronize_cookie(),302,121,1,0,1
linux/kernel/async.c,c,current_is_async,current_is_async(),302,121,2,1,1
linux/kernel/async.c,c,async_init,async_init(),302,121,2,0,1
linux/kernel/utsname.c,c,inc_uts_namespaces,inc_uts_namespaces(),138,81,1,1,1
linux/kernel/utsname.c,c,dec_uts_namespaces,dec_uts_namespaces(),138,81,1,2,1
linux/kernel/utsname.c,c,clone_uts_ns,clone_uts_ns(),138,81,1,1,4
linux/kernel/utsname.c,c,copy_utsname,copy_utsname(),138,81,1,1,1
linux/kernel/utsname.c,c,free_uts_ns,free_uts_ns(),138,81,1,0,1
linux/kernel/utsname.c,c,utsns_get,utsns_get(),138,81,3,0,0
linux/kernel/utsname.c,c,utsns_put,utsns_put(),138,81,1,0,0
linux/kernel/utsname.c,c,utsns_install,utsns_install(),138,81,3,0,1
linux/kernel/utsname.c,c,utsns_owner,utsns_owner(),138,81,1,0,0
linux/kernel/utsname.c,c,uts_ns_init,uts_ns_init(),138,81,1,0,0
linux/kernel/rseq.c,c,rseq_kernel_fields,rseq_kernel_fields(),508,233,1,2,0
linux/kernel/rseq.c,c,rseq_validate_ro_fields,rseq_validate_ro_fields(),508,233,12,2,1
linux/kernel/rseq.c,c,rseq_validate_ro_fields,rseq_validate_ro_fields(),508,233,12,2,1
linux/kernel/rseq.c,c,rseq_update_cpu_node_id,rseq_update_cpu_node_id(),508,233,1,1,1
linux/kernel/rseq.c,c,rseq_reset_rseq_cpu_node_id,rseq_reset_rseq_cpu_node_id(),508,233,4,1,1
linux/kernel/rseq.c,c,rseq_get_rseq_cs_ptr_val,rseq_get_rseq_cs_ptr_val(),508,233,4,2,0
linux/kernel/rseq.c,c,rseq_get_rseq_cs,rseq_get_rseq_cs(),508,233,14,2,1
linux/kernel/rseq.c,c,rseq_warn_flags,rseq_warn_flags(),508,233,4,1,0
linux/kernel/rseq.c,c,rseq_need_restart,rseq_need_restart(),508,233,4,1,2
linux/kernel/rseq.c,c,scoped_guard,scoped_guard(),508,233,1,96,135
linux/kernel/rseq.c,c,clear_rseq_cs,clear_rseq_cs(),508,233,2,2,0
linux/kernel/rseq.c,c,in_rseq_cs,in_rseq_cs(),508,233,1,2,0
linux/kernel/rseq.c,c,rseq_ip_fixup,rseq_ip_fixup(),508,233,5,1,4
linux/kernel/rseq.c,c,__rseq_handle_notify_resume,__rseq_handle_notify_resume(),508,233,8,0,3
linux/kernel/rseq.c,c,rseq_syscall,rseq_syscall(),508,233,4,0,3
linux/kernel/rseq.c,c,SYSCALL_DEFINE4,SYSCALL_DEFINE4(),508,233,1,0,67
linux/kernel/exec_domain.c,c,execdomains_proc_show,execdomains_proc_show(),40,12,1,0,0
linux/kernel/exec_domain.c,c,proc_execdomains_init,proc_execdomains_init(),40,12,1,0,0
linux/kernel/exec_domain.c,c,SYSCALL_DEFINE1,SYSCALL_DEFINE1(),40,12,2,0,52
linux/kernel/smpboot.c,c,idle_thread_get,idle_thread_get(),282,163,2,5,0
linux/kernel/smpboot.c,c,idle_thread_set_boot_cpu,idle_thread_set_boot_cpu(),282,163,1,1,0
linux/kernel/smpboot.c,c,idle_init,idle_init(),282,163,4,2,1
linux/kernel/smpboot.c,c,idle_threads_init,idle_threads_init(),282,163,2,1,2
linux/kernel/smpboot.c,c,for_each_possible_cpu,for_each_possible_cpu(),282,163,1,191,167
linux/kernel/smpboot.c,c,smpboot_thread_fn,smpboot_thread_fn(),282,163,15,0,4
linux/kernel/smpboot.c,c,__smpboot_create_thread,__smpboot_create_thread(),282,163,6,4,3
linux/kernel/smpboot.c,c,smpboot_create_threads,smpboot_create_threads(),282,163,2,0,4
linux/kernel/smpboot.c,c,list_for_each_entry,list_for_each_entry(),282,163,1,315,536
linux/kernel/smpboot.c,c,smpboot_unpark_thread,smpboot_unpark_thread(),282,163,2,3,1
linux/kernel/smpboot.c,c,smpboot_unpark_threads,smpboot_unpark_threads(),282,163,1,0,4
linux/kernel/smpboot.c,c,smpboot_park_thread,smpboot_park_thread(),282,163,3,1,1
linux/kernel/smpboot.c,c,smpboot_park_threads,smpboot_park_threads(),282,163,1,0,4
linux/kernel/smpboot.c,c,smpboot_destroy_threads,smpboot_destroy_threads(),282,163,2,3,2
linux/kernel/smpboot.c,c,for_each_possible_cpu,for_each_possible_cpu(),282,163,1,191,167
linux/kernel/smpboot.c,c,smpboot_register_percpu_thread,smpboot_register_percpu_thread(),282,163,2,5,8
linux/kernel/smpboot.c,c,for_each_online_cpu,for_each_online_cpu(),282,163,1,54,57
linux/kernel/smpboot.c,c,smpboot_unregister_percpu_thread,smpboot_unregister_percpu_thread(),282,163,1,0,5
linux/kernel/bounds.c,c,main,main(),32,10,1,3,2
linux/kernel/sys.c,c,init_overflow_sysctl,init_overflow_sysctl(),2645,1784,1,0,0
linux/kernel/sys.c,c,set_one_prio_perm,set_one_prio_perm(),2645,1784,4,1,1
linux/kernel/sys.c,c,set_one_prio,set_one_prio(),2645,1784,6,3,3
linux/kernel/sys.c,c,SYSCALL_DEFINE3,SYSCALL_DEFINE3(),2645,1784,3,0,50
linux/kernel/sys.c,c,do_each_pid_thread,do_each_pid_thread(),2645,1784,1,3,3
linux/kernel/sys.c,c,for_each_process_thread,for_each_process_thread(),2645,1784,1,34,30
linux/kernel/sys.c,c,SYSCALL_DEFINE2,SYSCALL_DEFINE2(),2645,1784,5,0,127
linux/kernel/sys.c,c,do_each_pid_thread,do_each_pid_thread(),2645,1784,1,3,3
linux/kernel/sys.c,c,for_each_process_thread,for_each_process_thread(),2645,1784,1,34,30
linux/kernel/sys.c,c,__sys_setregid,__sys_setregid(),2645,1784,19,2,5
linux/kernel/sys.c,c,SYSCALL_DEFINE2,SYSCALL_DEFINE2(),2645,1784,5,0,127
linux/kernel/sys.c,c,__sys_setgid,__sys_setgid(),2645,1784,7,2,5
linux/kernel/sys.c,c,SYSCALL_DEFINE1,SYSCALL_DEFINE1(),2645,1784,2,0,52
linux/kernel/sys.c,c,set_user,set_user(),2645,1784,2,4,2
linux/kernel/sys.c,c,flag_nproc_exceeded,flag_nproc_exceeded(),2645,1784,7,3,1
linux/kernel/sys.c,c,__sys_setreuid,__sys_setreuid(),2645,1784,22,2,8
linux/kernel/sys.c,c,SYSCALL_DEFINE2,SYSCALL_DEFINE2(),2645,1784,5,0,127
linux/kernel/sys.c,c,__sys_setuid,__sys_setuid(),2645,1784,1,2,8
linux/kernel/sys.c,c,SYSCALL_DEFINE1,SYSCALL_DEFINE1(),2645,1784,2,0,52
linux/kernel/sys.c,c,__sys_setresuid,__sys_setresuid(),2645,1784,36,2,8
linux/kernel/sys.c,c,SYSCALL_DEFINE3,SYSCALL_DEFINE3(),2645,1784,3,0,50
linux/kernel/sys.c,c,SYSCALL_DEFINE3,SYSCALL_DEFINE3(),2645,1784,3,0,50
linux/kernel/sys.c,c,__sys_setresgid,__sys_setresgid(),2645,1784,33,2,5
linux/kernel/sys.c,c,SYSCALL_DEFINE3,SYSCALL_DEFINE3(),2645,1784,3,0,50
linux/kernel/sys.c,c,SYSCALL_DEFINE3,SYSCALL_DEFINE3(),2645,1784,3,0,50
linux/kernel/sys.c,c,__sys_setfsuid,__sys_setfsuid(),2645,1784,10,2,6
linux/kernel/sys.c,c,SYSCALL_DEFINE1,SYSCALL_DEFINE1(),2645,1784,2,0,52
linux/kernel/sys.c,c,__sys_setfsgid,__sys_setfsgid(),2645,1784,10,2,6
linux/kernel/sys.c,c,SYSCALL_DEFINE1,SYSCALL_DEFINE1(),2645,1784,2,0,52
linux/kernel/sys.c,c,SYSCALL_DEFINE0,SYSCALL_DEFINE0(),2645,1784,1,0,14
linux/kernel/sys.c,c,SYSCALL_DEFINE0,SYSCALL_DEFINE0(),2645,1784,1,0,14
linux/kernel/sys.c,c,SYSCALL_DEFINE0,SYSCALL_DEFINE0(),2645,1784,1,0,14
linux/kernel/sys.c,c,SYSCALL_DEFINE0,SYSCALL_DEFINE0(),2645,1784,1,0,14
linux/kernel/sys.c,c,SYSCALL_DEFINE0,SYSCALL_DEFINE0(),2645,1784,1,0,14
linux/kernel/sys.c,c,SYSCALL_DEFINE0,SYSCALL_DEFINE0(),2645,1784,1,0,14
linux/kernel/sys.c,c,SYSCALL_DEFINE0,SYSCALL_DEFINE0(),2645,1784,1,0,14
linux/kernel/sys.c,c,do_sys_times,do_sys_times(),2645,1784,1,2,2
linux/kernel/sys.c,c,SYSCALL_DEFINE1,SYSCALL_DEFINE1(),2645,1784,2,0,52
linux/kernel/sys.c,c,clock_t_to_compat_clock_t,clock_t_to_compat_clock_t(),2645,1784,1,1,1
linux/kernel/sys.c,c,COMPAT_SYSCALL_DEFINE1,COMPAT_SYSCALL_DEFINE1(),2645,1784,8,0,4
linux/kernel/sys.c,c,SYSCALL_DEFINE2,SYSCALL_DEFINE2(),2645,1784,5,0,127
linux/kernel/sys.c,c,do_getpgid,do_getpgid(),2645,1784,5,2,2
linux/kernel/sys.c,c,SYSCALL_DEFINE1,SYSCALL_DEFINE1(),2645,1784,2,0,52
linux/kernel/sys.c,c,SYSCALL_DEFINE0,SYSCALL_DEFINE0(),2645,1784,1,0,14
linux/kernel/sys.c,c,SYSCALL_DEFINE1,SYSCALL_DEFINE1(),2645,1784,2,0,52
linux/kernel/sys.c,c,set_special_pids,set_special_pids(),2645,1784,3,1,1
linux/kernel/sys.c,c,ksys_setsid,ksys_setsid(),2645,1784,6,1,5
linux/kernel/sys.c,c,SYSCALL_DEFINE0,SYSCALL_DEFINE0(),2645,1784,1,0,14
linux/kernel/sys.c,c,override_release,override_release(),2645,1784,7,3,0
linux/kernel/sys.c,c,SYSCALL_DEFINE1,SYSCALL_DEFINE1(),2645,1784,2,0,52
linux/kernel/sys.c,c,SYSCALL_DEFINE1,SYSCALL_DEFINE1(),2645,1784,2,0,52
linux/kernel/sys.c,c,SYSCALL_DEFINE1,SYSCALL_DEFINE1(),2645,1784,2,0,52
linux/kernel/sys.c,c,SYSCALL_DEFINE2,SYSCALL_DEFINE2(),2645,1784,5,0,127
linux/kernel/sys.c,c,SYSCALL_DEFINE2,SYSCALL_DEFINE2(),2645,1784,5,0,127
linux/kernel/sys.c,c,SYSCALL_DEFINE2,SYSCALL_DEFINE2(),2645,1784,5,0,127
linux/kernel/sys.c,c,do_prlimit,do_prlimit(),2645,1784,1,5,2
linux/kernel/sys.c,c,SYSCALL_DEFINE2,SYSCALL_DEFINE2(),2645,1784,5,0,127
linux/kernel/sys.c,c,COMPAT_SYSCALL_DEFINE2,COMPAT_SYSCALL_DEFINE2(),2645,1784,4,0,12
linux/kernel/sys.c,c,COMPAT_SYSCALL_DEFINE2,COMPAT_SYSCALL_DEFINE2(),2645,1784,4,0,12
linux/kernel/sys.c,c,SYSCALL_DEFINE2,SYSCALL_DEFINE2(),2645,1784,5,0,127
linux/kernel/sys.c,c,COMPAT_SYSCALL_DEFINE2,COMPAT_SYSCALL_DEFINE2(),2645,1784,4,0,12
linux/kernel/sys.c,c,rlim64_is_infinity,rlim64_is_infinity(),2645,1784,1,1,0
linux/kernel/sys.c,c,rlim_to_rlim64,rlim_to_rlim64(),2645,1784,3,1,0
linux/kernel/sys.c,c,rlim64_to_rlim,rlim64_to_rlim(),2645,1784,3,1,1
linux/kernel/sys.c,c,check_prlimit_permission,check_prlimit_permission(),2645,1784,1,1,1
linux/kernel/sys.c,c,SYSCALL_DEFINE4,SYSCALL_DEFINE4(),2645,1784,1,0,67
linux/kernel/sys.c,c,SYSCALL_DEFINE2,SYSCALL_DEFINE2(),2645,1784,5,0,127
linux/kernel/sys.c,c,accumulate_thread_rusage,accumulate_thread_rusage(),2645,1784,1,1,0
linux/kernel/sys.c,c,getrusage,getrusage(),2645,1784,10,5,7
linux/kernel/sys.c,c,SYSCALL_DEFINE2,SYSCALL_DEFINE2(),2645,1784,5,0,127
linux/kernel/sys.c,c,COMPAT_SYSCALL_DEFINE2,COMPAT_SYSCALL_DEFINE2(),2645,1784,4,0,12
linux/kernel/sys.c,c,SYSCALL_DEFINE1,SYSCALL_DEFINE1(),2645,1784,2,0,52
linux/kernel/sys.c,c,prctl_set_mm_exe_file,prctl_set_mm_exe_file(),2645,1784,5,2,1
linux/kernel/sys.c,c,validate_prctl_map_addr,validate_prctl_map_addr(),2645,1784,8,2,1
linux/kernel/sys.c,c,prctl_set_mm_map,prctl_set_mm_map(),2645,1784,21,1,2
linux/kernel/sys.c,c,prctl_set_auxv,prctl_set_auxv(),2645,1784,1,1,0
linux/kernel/sys.c,c,prctl_set_mm,prctl_set_mm(),2645,1784,1,1,5
linux/kernel/sys.c,c,prctl_get_tid_address,prctl_get_tid_address(),2645,1784,1,1,0
linux/kernel/sys.c,c,prctl_get_tid_address,prctl_get_tid_address(),2645,1784,1,1,0
linux/kernel/sys.c,c,propagate_has_child_subreaper,propagate_has_child_subreaper(),2645,1784,3,0,0
linux/kernel/sys.c,c,arch_prctl_spec_ctrl_get,arch_prctl_spec_ctrl_get(),2645,1784,1,1,0
linux/kernel/sys.c,c,arch_prctl_spec_ctrl_set,arch_prctl_spec_ctrl_set(),2645,1784,1,1,0
linux/kernel/sys.c,c,arch_get_shadow_stack_status,arch_get_shadow_stack_status(),2645,1784,1,1,0
linux/kernel/sys.c,c,arch_set_shadow_stack_status,arch_set_shadow_stack_status(),2645,1784,1,1,0
linux/kernel/sys.c,c,arch_lock_shadow_stack_status,arch_lock_shadow_stack_status(),2645,1784,1,1,0
linux/kernel/sys.c,c,prctl_set_vma,prctl_set_vma(),2645,1784,1,1,0
linux/kernel/sys.c,c,get_current_mdwe,get_current_mdwe(),2645,1784,3,2,0
linux/kernel/sys.c,c,prctl_set_mdwe,prctl_set_mdwe(),2645,1784,1,1,1
linux/kernel/sys.c,c,prctl_get_mdwe,prctl_get_mdwe(),2645,1784,1,1,1
linux/kernel/sys.c,c,prctl_get_auxv,prctl_get_auxv(),2645,1784,1,1,0
linux/kernel/sys.c,c,prctl_get_thp_disable,prctl_get_thp_disable(),2645,1784,1,1,0
linux/kernel/sys.c,c,prctl_set_thp_disable,prctl_set_thp_disable(),2645,1784,1,1,0
linux/kernel/sys.c,c,SYSCALL_DEFINE5,SYSCALL_DEFINE5(),2645,1784,1,0,80
linux/kernel/sys.c,c,SYSCALL_DEFINE3,SYSCALL_DEFINE3(),2645,1784,3,0,50
linux/kernel/sys.c,c,do_sysinfo,do_sysinfo(),2645,1784,1,2,1
linux/kernel/sys.c,c,SYSCALL_DEFINE1,SYSCALL_DEFINE1(),2645,1784,2,0,52
linux/kernel/sys.c,c,COMPAT_SYSCALL_DEFINE1,COMPAT_SYSCALL_DEFINE1(),2645,1784,8,0,4
linux/kernel/compat.c,c,compat_sig_setmask,compat_sig_setmask(),233,138,1,1,0
linux/kernel/compat.c,c,COMPAT_SYSCALL_DEFINE3,COMPAT_SYSCALL_DEFINE3(),233,138,1,0,15
linux/kernel/compat.c,c,put_compat_rusage,put_compat_rusage(),233,138,2,3,0
linux/kernel/compat.c,c,compat_get_user_cpu_mask,compat_get_user_cpu_mask(),233,138,1,1,1
linux/kernel/compat.c,c,COMPAT_SYSCALL_DEFINE3,COMPAT_SYSCALL_DEFINE3(),233,138,1,0,15
linux/kernel/compat.c,c,COMPAT_SYSCALL_DEFINE3,COMPAT_SYSCALL_DEFINE3(),233,138,1,0,15
linux/kernel/compat.c,c,get_compat_sigevent,get_compat_sigevent(),233,138,1,1,0
linux/kernel/compat.c,c,compat_get_bitmap,compat_get_bitmap(),233,138,1,1,0
linux/kernel/compat.c,c,compat_put_bitmap,compat_put_bitmap(),233,138,1,1,0
linux/kernel/compat.c,c,get_compat_sigset,get_compat_sigset(),233,138,1,6,0
linux/kernel/audit_watch.c,c,audit_free_parent,audit_free_parent(),452,280,1,2,0
linux/kernel/audit_watch.c,c,audit_watch_free_mark,audit_watch_free_mark(),452,280,1,0,1
linux/kernel/audit_watch.c,c,audit_get_parent,audit_get_parent(),452,280,2,2,0
linux/kernel/audit_watch.c,c,audit_put_parent,audit_put_parent(),452,280,2,4,0
linux/kernel/audit_watch.c,c,audit_find_parent,audit_find_parent(),452,280,2,1,0
linux/kernel/audit_watch.c,c,audit_get_watch,audit_get_watch(),452,280,1,7,0
linux/kernel/audit_watch.c,c,audit_put_watch,audit_put_watch(),452,280,2,8,0
linux/kernel/audit_watch.c,c,audit_remove_watch,audit_remove_watch(),452,280,1,5,2
linux/kernel/audit_watch.c,c,audit_watch_path,audit_watch_path(),452,280,1,2,0
linux/kernel/audit_watch.c,c,audit_watch_compare,audit_watch_compare(),452,280,3,1,0
linux/kernel/audit_watch.c,c,audit_init_parent,audit_init_parent(),452,280,3,1,1
linux/kernel/audit_watch.c,c,audit_init_watch,audit_init_watch(),452,280,2,2,0
linux/kernel/audit_watch.c,c,audit_to_watch,audit_to_watch(),452,280,11,1,1
linux/kernel/audit_watch.c,c,audit_dupe_watch,audit_dupe_watch(),452,280,3,2,2
linux/kernel/audit_watch.c,c,audit_watch_log_rule_change,audit_watch_log_rule_change(),452,280,3,3,6
linux/kernel/audit_watch.c,c,audit_update_watch,audit_update_watch(),452,280,1,1,14
linux/kernel/audit_watch.c,c,list_for_each_entry_safe,list_for_each_entry_safe(),452,280,8,124,147
linux/kernel/audit_watch.c,c,list_for_each_entry_safe,list_for_each_entry_safe(),452,280,8,124,147
linux/kernel/audit_watch.c,c,audit_remove_parent_watches,audit_remove_parent_watches(),452,280,2,1,7
linux/kernel/audit_watch.c,c,list_for_each_entry_safe,list_for_each_entry_safe(),452,280,8,124,147
linux/kernel/audit_watch.c,c,list_for_each_entry_safe,list_for_each_entry_safe(),452,280,8,124,147
